CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Churn,,,,
8949,69,Female,58,1,9,16,Basic,1101,0,,,,
8950,36,Male,50,18,5,8,Basic,1227,0,,,,
8951,59,Male,48,21,3,24,Basic,702,1,,,,
8952,34,Female,12,24,3,25,Basic,4988,1,,,,
8953,62,Male,1,17,9,25,Standard,1995,0,,,,
8954,30,Male,35,42,9,24,Standard,4263,0,,,,
8955,24,Female,28,9,4,5,Standard,1624,1,,,,
8956,44,Male,10,40,6,25,Standard,1806,0,,,,
8957,27,Female,33,28,3,25,Basic,1266,1,,,,
8958,51,Male,3,15,7,1,Basic,2032,1,,,,
8959,53,Male,3,13,8,27,Basic,1860,0,,,,
8960,42,Male,51,28,8,12,Standard,4392,1,,,,
8961,23,Male,0,17,8,22,Premium,764,0,,,,
8962,41,Male,24,9,1,17,Basic,3836,0,,,,
8963,35,Male,25,21,2,19,Premium,4207,0,,,,
8964,40,Female,10,30,4,3,Basic,1062,0,,,,
8965,23,Male,22,11,0,9,Premium,1152,1,,,,
8966,46,Unknown,1,30,3,22,Premium,1088,1,,,,
8967,79,Male,18,36,4,21,Basic,187,0,,,,
8968,42,Male,28,25,8,27,Basic,572,1,,,,
8969,72,Male,39,7,7,10,Basic,4306,0,,,,
8970,34,Female,54,20,0,27,Basic,2568,1,,,,
8971,63,Female,51,35,2,12,Standard,4974,1,,,,
8972,41,Female,3,,2,27,Standard,3595,0,,,,
8973,28,Male,56,35,5,25,Standard,346,0,,,,
8974,43,Male,15,1,3,22,Standard,2978,0,,,,
8975,68,Female,46,14,3,21,Basic,2169,1,,,,
8976,79,Male,36,45,0,16,Premium,4594,0,,,,
8977,51,Male,26,5,9,10,Basic,4076,0,,,,
8978,45,Male,4,40,3,3,Premium,1621,0,,,,
8979,20,Male,14,44,0,13,Standard,425,0,,,,
8980,28,Male,22,38,4,2,Basic,701,0,,,,
8981,55,Female,48,34,2,22,Basic,4841,0,,,,
8982,78,Female,2,24,9,28,Basic,4547,1,,,,
8983,31,Female,17,4,4,22,Basic,910,0,,,,
8984,68,Male,42,27,2,11,Standard,503,0,,,,
8985,43,Female,25,5,4,27,Basic,4789,1,,,,
8986,65,Female,5,43,3,26,Basic,2374,0,,,,
8987,38,Female,58,13,8,3,Basic,2327,1,,,,
8988,71,Male,43,40,5,15,Standard,3117,0,,,,
8989,73,Unknown,53,21,9,6,Standard,1538,1,,,,
8990,56,Male,57,37,1,19,,2983,0,,,,
8991,47,Female,16,32,0,24,Basic,3484,0,,,,
8992,76,Male,45,38,0,18,Premium,763,0,,,,
8993,25,Male,37,31,0,25,Basic,2084,0,,,,
8994,68,Male,41,32,8,17,Basic,253,1,,,,
8995,37,Female,47,15,4,20,Standard,3988,1,,,,
8996,65,Male,49,48,3,8,Standard,832,0,,,,
8997,49,Female,26,30,9,10,Basic,905,0,,,,
8998,39,Female,19,43,4,18,Basic,3207,1,,,,
8999,76,Female,5,7,8,16,Standard,4317,0,,,,
9000,24,Female,50,38,2,24,Standard,281,1,,,,
9001,26,Female,34,31,2,20,Basic,3779,1,,,,
9002,62,Female,11,44,1,17,Premium,4168,0,,,,
9003,18,Male,47,26,7,5,Basic,3275,0,,,,
9004,46,Female,2,36,6,,Basic,3253,1,,,,
9005,25,Female,47,46,1,13,Standard,1803,1,,,,
9006,73,Male,3,43,3,8,Basic,437,0,,,,
9007,71,Female,56,26,6,2,Basic,3435,1,,,,
9008,,Male,51,,0,1,Premium,4426,0,,,,
9009,52,Male,44,2,0,18,Basic,4974,0,,,,
9010,76,Male,3,43,7,5,Standard,3398,1,,,,
9011,20,Male,3,45,5,2,Basic,827,0,,,,
9012,71,Female,38,43,1,24,Basic,3671,0,,,,
9013,62,Female,20,9,9,24,Basic,3120,1,,,,
9014,57,Female,43,48,9,8,Standard,3037,0,,,,
9015,,Unknown,1,5,0,17,Standard,4123,1,,,,
9016,44,Male,15,27,2,6,Basic,2113,0,,,,
9017,18,Male,6,12,3,27,Standard,4096,0,,,,
9018,44,Female,18,35,4,1,Standard,1933,1,,,,
9019,33,Female,42,29,9,0,Standard,4198,0,,,,
9020,55,Male,32,16,2,4,Basic,1599,0,,,,
9021,24,Unknown,8,19,4,26,Basic,3501,1,,,,
9022,61,Female,36,49,6,26,Premium,4037,0,,,,
9023,40,Unknown,57,43,8,23,Standard,1007,0,,,,
9024,58,Male,16,27,4,29,Basic,2327,0,,,,
9025,76,Male,26,18,3,2,Standard,4320,0,,,,
9026,28,Female,32,41,9,6,Basic,2144,0,,,,
9027,59,Female,48,13,8,5,Basic,2793,0,,,,
9028,70,Male,11,30,7,26,Basic,2110,1,,,,
9029,50,Female,56,26,4,28,Standard,4018,0,,,,
9030,67,Female,44,6,8,29,Standard,2349,0,,,,
9031,53,Male,55,3,8,0,Basic,763,0,,,,
9032,54,Male,10,23,0,27,Premium,427,0,,,,
9033,58,Female,12,12,5,22,Standard,948,1,,,,
9034,76,Male,30,41,4,18,Standard,4784,1,,,,
9035,34,Female,12,41,5,29,Basic,364,1,,,,
9036,52,Male,37,15,9,19,Premium,1566,0,,,,
9037,65,Female,25,1,2,13,Standard,353,0,,,,
9038,22,Female,30,,2,9,Standard,1193,0,,,,
9039,65,Male,21,8,9,1,Premium,4160,0,,,,
9040,49,Female,5,31,4,10,Standard,3513,0,,,,
9041,20,Male,19,11,6,15,Standard,1336,0,,,,
9042,69,Male,20,17,3,16,Premium,1908,0,,,,
9043,64,Female,9,27,5,4,Basic,709,0,,,,
9044,79,Unknown,18,31,4,21,Basic,2109,0,,,,
9045,52,Male,34,,1,26,Premium,2133,1,,,,
9046,69,Male,25,14,0,17,Standard,3294,0,,,,
9047,31,Male,6,23,5,15,Basic,649,1,,,,
9048,65,Male,36,5,4,9,Basic,1318,1,,,,
9049,78,Male,7,30,8,5,Basic,2417,0,,,,
9050,78,Female,4,34,6,21,Basic,1613,1,,,,
9051,48,Male,43,47,0,23,Basic,4973,0,,,,
9052,48,Female,35,19,9,7,Basic,4394,0,,,,
9053,34,Male,50,31,5,5,Standard,2289,0,,,,
9054,77,Female,27,16,6,22,Basic,1364,0,,,,
9055,41,Female,49,45,2,3,Standard,3297,0,,,,
9056,,Female,2,27,8,4,Standard,1389,0,,,,
9057,40,Male,38,26,1,5,Premium,454,1,,,,
9058,35,Female,7,39,0,14,Standard,2964,1,,,,
9059,67,Female,14,29,9,5,Basic,4129,1,,,,
9060,71,Female,52,49,9,18,Basic,2323,0,,,,
9061,31,Female,26,39,8,24,Standard,4582,1,,,,
9062,67,Male,48,44,6,19,Basic,3218,0,,,,
9063,32,Female,50,45,9,7,Premium,2940,1,,,,
9064,32,Unknown,35,29,0,12,Standard,3818,0,,,,
9065,23,Female,15,45,3,3,Standard,1968,0,,,,
9066,44,Female,25,46,9,21,Standard,4828,1,,,,
9067,32,Female,44,47,2,16,Basic,266,0,,,,
9068,67,Female,43,31,6,13,Basic,3726,0,,,,
9069,53,Female,3,2,4,17,Basic,4992,0,,,,
9070,72,Female,11,6,8,14,Premium,1226,0,,,,
9071,25,Male,16,9,2,21,Standard,185,0,,,,
9072,32,Female,57,15,5,18,Standard,3877,0,,,,
9073,20,Female,40,20,9,10,Premium,3897,0,,,,
9074,79,Male,43,48,1,6,Standard,3672,0,,,,
9075,64,Male,25,2,2,,Basic,2814,0,,,,
9076,30,Female,30,3,3,29,Standard,2150,1,,,,
9077,58,Female,14,30,5,2,Basic,2971,0,,,,
9078,51,Male,51,8,0,18,Standard,3026,1,,,,
9079,41,Female,33,40,5,29,Standard,1147,0,,,,
9080,57,Female,28,21,3,27,Basic,1943,1,,,,
9081,49,Male,8,39,7,0,Standard,3113,0,,,,
9082,78,Male,13,43,8,3,Standard,1341,0,,,,
9083,49,Female,35,13,7,23,Basic,4691,0,,,,
9084,47,Female,3,40,7,10,Premium,2830,1,,,,
9085,69,Male,58,41,1,6,Premium,3009,0,,,,
9086,66,Male,37,48,9,6,Standard,689,0,,,,
9087,30,Male,55,37,1,13,Premium,4104,0,,,,
9088,18,Female,36,32,5,14,Premium,3273,0,,,,
9089,51,Male,59,14,4,,Premium,129,0,,,,
9090,79,Female,23,1,5,13,Basic,3954,0,,,,
9091,32,Male,16,27,8,12,Basic,823,0,,,,
9092,61,Female,12,24,9,19,Standard,4348,0,,,,
9093,31,Male,19,49,6,25,Premium,4873,1,,,,
9094,74,Female,16,22,4,21,Premium,2190,1,,,,
9095,46,Female,50,14,9,17,Standard,1675,0,,,,
9096,51,Male,26,45,6,0,Standard,2590,1,,,,
9097,35,Male,54,8,7,12,Basic,2298,0,,,,
9098,71,Female,32,27,0,22,Basic,3661,0,,,,
9099,24,Male,20,3,9,28,Standard,4145,1,,,,
9100,46,Female,16,33,6,19,,1226,0,,,,
9101,72,Male,21,47,3,6,Basic,4064,0,,,,
9102,48,Male,24,21,4,5,Standard,4021,0,,,,
9103,78,Female,2,32,1,26,Premium,1676,0,,,,
9104,42,Female,26,40,9,8,Basic,3379,0,,,,
9105,55,Female,26,41,4,27,Premium,1517,1,,,,
9106,31,Male,45,45,8,9,Standard,4303,0,,,,
9107,25,Male,11,44,0,21,Standard,3505,1,,,,
9108,44,Female,14,41,2,2,Standard,1631,0,,,,
9109,71,Male,37,32,3,6,Basic,4828,0,,,,
9110,19,Male,19,24,8,24,Standard,1933,0,,,,
9111,34,Male,21,11,1,29,Basic,4792,0,,,,
9112,54,Male,1,37,6,10,Basic,4621,1,,,,
9113,31,Female,3,21,8,25,Standard,3749,0,,,,
9114,42,Female,44,18,9,11,Basic,3753,0,,,,
9115,73,Female,12,11,3,11,Standard,854,1,,,,
9116,47,Female,54,27,4,12,Standard,3901,0,,,,
9117,46,Female,31,43,9,21,Standard,3550,0,,,,
9118,37,Female,58,38,3,22,Premium,2631,1,,,,
9119,38,Female,21,1,6,7,Basic,4274,1,,,,
9120,78,Male,24,29,7,,Basic,1365,0,,,,
9121,70,Male,26,21,7,20,Basic,375,1,,,,
9122,39,Female,54,29,2,19,Standard,2141,0,,,,
9123,52,Male,16,9,1,0,Premium,4012,0,,,,
9124,54,Male,5,7,5,5,Basic,277,1,,,,
9125,33,Female,42,38,0,22,Standard,770,0,,,,
9126,67,Female,50,31,8,1,Basic,911,0,,,,
9127,75,Female,15,27,6,21,Standard,3147,0,,,,
9128,66,Male,7,42,7,13,Basic,1666,0,,,,
9129,60,Unknown,32,32,6,26,Basic,3135,1,,,,
9130,34,Female,9,5,4,17,Basic,430,0,,,,
9131,33,Female,33,33,4,9,Basic,3655,1,,,,
9132,75,Male,18,15,6,28,Premium,3687,0,,,,
9133,72,Male,13,5,6,20,Basic,2005,1,,,,
9134,19,Male,2,20,1,0,Basic,273,0,,,,
9135,21,Male,54,38,1,2,,1945,1,,,,
9136,38,Male,55,37,6,19,Standard,191,1,,,,
9137,56,Male,40,17,4,3,Basic,2657,1,,,,
9138,51,Female,22,4,1,17,Standard,2748,0,,,,
9139,47,Female,39,21,0,7,Standard,698,0,,,,
9140,23,Female,10,34,8,21,Premium,4609,0,,,,
9141,34,Male,46,40,7,8,Basic,2284,0,,,,
9142,56,Male,5,5,1,21,,2825,0,,,,
9143,42,Male,33,4,1,18,Basic,4284,1,,,,
9144,22,Male,0,22,2,27,Standard,1166,0,,,,
9145,22,Male,34,14,3,1,Standard,443,0,,,,
9146,37,Female,24,4,8,8,Standard,2443,0,,,,
9147,33,Female,28,8,5,2,Basic,4536,1,,,,
9148,68,Female,22,3,2,21,Premium,2778,1,,,,
9149,58,Female,17,46,7,25,Standard,1441,0,,,,
9150,54,Female,13,29,5,1,Basic,134,1,,,,
9151,57,Female,16,26,7,6,Standard,4366,0,,,,
9152,26,Female,1,30,9,29,Basic,3694,0,,,,
9153,22,Female,30,12,1,16,Basic,4581,0,,,,
9154,59,Female,18,15,7,24,Basic,4530,0,,,,
9155,74,Female,31,41,4,16,Standard,4274,1,,,,
9156,19,Male,53,2,9,8,Basic,4688,0,,,,
9157,26,Female,27,1,3,26,,4350,1,,,,
9158,60,Female,40,47,2,0,Standard,3956,1,,,,
9159,53,Female,7,47,8,0,Premium,2213,0,,,,
9160,39,Male,41,28,9,7,Premium,1867,0,,,,
9161,39,Male,40,40,6,16,Basic,1488,0,,,,
9162,39,Female,58,35,6,7,Basic,299,1,,,,
9163,51,Female,58,34,5,18,Basic,611,0,,,,
9164,72,Male,39,4,8,3,Premium,2832,1,,,,
9165,46,Female,38,18,2,17,Standard,2842,0,,,,
9166,55,Female,21,12,0,12,Basic,1163,1,,,,
9167,76,Male,23,21,6,21,Premium,2871,1,,,,
9168,63,Female,37,10,8,6,Standard,2979,0,,,,
9169,50,Male,1,21,5,25,Standard,3570,0,,,,
9170,35,Female,40,40,9,2,Basic,2573,1,,,,
9171,24,Female,40,25,1,13,Basic,2268,1,,,,
9172,18,Female,18,17,7,8,Standard,2563,1,,,,
9173,50,Female,40,6,8,2,Standard,4481,0,,,,
9174,18,Male,1,14,9,6,Standard,3109,0,,,,
9175,41,Female,27,,7,14,Premium,504,0,,,,
9176,21,Female,31,40,8,3,Basic,4683,0,,,,
9177,21,Female,18,40,0,4,Basic,1223,0,,,,
9178,78,Male,15,18,2,27,Standard,2892,1,,,,
9179,35,Male,29,30,2,8,Standard,1125,0,,,,
9180,,Female,21,9,8,2,Standard,1632,1,,,,
9181,60,Female,13,14,2,15,Premium,627,1,,,,
9182,76,Male,51,46,9,15,Standard,2880,0,,,,
9183,49,Unknown,55,46,0,18,Standard,3434,1,,,,
9184,50,Female,0,17,2,24,Basic,2546,0,,,,
9185,45,Female,44,34,1,8,Basic,346,0,,,,
9186,,Female,53,46,8,28,,2088,0,,,,
9187,58,Female,1,22,0,19,Standard,727,0,,,,
9188,,Female,21,32,1,0,Premium,2216,0,,,,
9189,53,Male,45,12,0,16,Standard,4592,1,,,,
9190,77,Female,32,16,8,11,Basic,707,1,,,,
9191,23,Female,14,22,6,8,Basic,2293,1,,,,
9192,,Female,49,38,0,21,Basic,2533,1,,,,
9193,33,Female,40,39,9,4,Standard,397,0,,,,
9194,51,Male,21,2,5,28,Basic,3672,0,,,,
9195,40,Male,39,45,4,27,Basic,3393,0,,,,
9196,67,Female,38,8,9,14,Basic,1644,0,,,,
9197,59,Male,40,44,4,25,Standard,1582,1,,,,
9198,41,Female,40,1,3,12,Premium,4865,0,,,,
9199,73,Male,10,41,2,18,Basic,881,0,,,,
9200,66,Male,3,40,7,2,Basic,2149,0,,,,
9201,30,Male,6,41,6,1,Standard,3784,0,,,,
9202,73,Female,20,5,4,12,Standard,3307,0,,,,
9203,35,Female,6,45,8,6,Standard,3384,0,,,,
9204,71,Female,3,46,6,8,Basic,4065,1,,,,
9205,30,Female,11,36,9,21,Premium,182,0,,,,
9206,66,Male,57,17,1,9,Premium,4550,0,,,,
9207,54,Male,26,41,6,0,Standard,1909,0,,,,
9208,60,Female,58,30,6,21,Standard,240,0,,,,
9209,56,Female,16,15,3,15,Basic,3985,0,,,,
9210,78,Male,19,20,7,10,Basic,3097,0,,,,
9211,59,Female,30,36,3,,Basic,3823,0,,,,
9212,34,Female,25,2,6,7,Basic,1931,0,,,,
9213,32,Male,30,45,3,29,Premium,2057,1,,,,
9214,35,Male,34,4,7,25,Premium,1030,0,,,,
9215,,Female,8,24,2,12,Premium,2388,0,,,,
9216,71,Male,4,48,1,15,Standard,2771,0,,,,
9217,,Male,51,42,9,2,Standard,1116,0,,,,
9218,47,Female,47,2,5,12,Standard,1275,0,,,,
9219,75,Male,7,46,6,16,Premium,1120,0,,,,
9220,51,Female,20,2,6,20,Standard,3941,0,,,,
9221,75,Male,15,1,5,5,Basic,1085,0,,,,
9222,21,Female,50,13,7,9,Standard,3053,0,,,,
9223,20,Female,15,6,5,8,Basic,4982,1,,,,
9224,24,Male,17,22,5,17,Standard,2361,0,,,,
9225,73,Male,46,17,2,29,Standard,4296,0,,,,
9226,35,Female,55,49,1,16,Standard,1647,1,,,,
9227,59,Female,27,22,6,6,Basic,4830,0,,,,
9228,24,Female,17,43,5,1,Basic,3280,0,,,,
9229,57,Male,13,6,0,10,Basic,286,1,,,,
9230,23,Female,55,3,1,17,Basic,3576,0,,,,
9231,39,Female,47,46,1,2,Basic,3132,1,,,,
9232,75,Female,36,6,0,13,Premium,3030,0,,,,
9233,18,Female,39,17,2,19,Premium,146,0,,,,
9234,21,Male,15,35,4,12,Basic,2968,0,,,,
9235,63,Female,20,49,3,22,Basic,4012,1,,,,
9236,66,Male,0,37,1,16,Standard,3137,0,,,,
9237,69,Male,59,47,7,28,,3405,0,,,,
9238,67,Female,10,35,8,21,Standard,4618,0,,,,
9239,,Unknown,10,23,7,10,Standard,1713,1,,,,
9240,46,Male,1,8,6,6,Basic,2588,1,,,,
9241,38,Female,31,7,9,2,Standard,2253,0,,,,
9242,43,Male,53,10,1,2,Standard,1800,1,,,,
9243,31,Female,18,26,5,1,Basic,1536,0,,,,
9244,26,Female,55,10,3,20,Standard,212,1,,,,
9245,76,Male,4,19,4,15,Basic,4341,0,,,,
9246,64,Male,2,23,8,,Premium,2791,1,,,,
9247,29,Male,27,31,8,10,Standard,3684,0,,,,
9248,59,Male,25,33,3,27,Standard,4176,0,,,,
9249,68,Male,22,2,7,13,Basic,3936,0,,,,
9250,73,Female,29,28,4,2,Basic,2683,0,,,,
9251,68,Male,7,32,8,6,Premium,2445,0,,,,
9252,23,Female,35,33,1,7,Basic,2258,0,,,,
9253,37,Male,28,9,3,12,Standard,155,0,,,,
9254,41,Female,12,29,2,18,Standard,680,0,,,,
9255,44,Male,58,15,6,10,Premium,3645,0,,,,
9256,55,Male,24,18,1,0,Basic,4725,0,,,,
9257,25,Female,21,18,2,18,Standard,3911,0,,,,
9258,18,Male,45,7,8,12,Standard,4644,0,,,,
9259,71,Female,32,14,7,21,Basic,2036,0,,,,
9260,66,Female,36,29,1,16,Premium,1767,1,,,,
9261,,Female,52,19,5,8,Premium,4111,0,,,,
9262,,Male,6,5,2,18,Basic,318,0,,,,
9263,64,Male,22,41,5,18,Standard,991,0,,,,
9264,24,Female,5,45,4,27,Basic,4526,1,,,,
9265,36,Female,14,5,9,22,Standard,3686,0,,,,
9266,39,Male,14,15,3,22,Standard,2428,1,,,,
9267,74,Male,39,26,6,28,Standard,943,0,,,,
9268,72,Male,33,24,9,5,Basic,4207,0,,,,
9269,77,Female,13,19,6,6,Standard,2068,0,,,,
9270,52,Male,28,20,3,4,Basic,3611,0,,,,
9271,79,Female,15,43,2,,Standard,3937,0,,,,
9272,47,Male,28,9,3,25,Basic,1219,0,,,,
9273,46,Male,22,28,1,13,Standard,4427,1,,,,
9274,39,Male,9,16,3,17,Premium,1901,0,,,,
9275,28,Female,46,11,3,20,Basic,1235,0,,,,
9276,37,Male,54,34,4,26,Standard,3865,0,,,,
9277,79,Male,3,25,0,24,Standard,1979,0,,,,
9278,46,Male,11,40,1,19,Standard,2038,0,,,,
9279,68,Male,41,21,7,23,Standard,3155,0,,,,
9280,58,Male,33,5,7,2,Basic,294,0,,,,
9281,59,Female,3,11,7,21,Basic,3196,1,,,,
9282,51,Female,19,43,4,7,Premium,1129,0,,,,
9283,18,Male,27,9,7,13,Premium,1604,0,,,,
9284,48,Female,27,11,8,24,Standard,964,0,,,,
9285,47,Male,5,37,3,,Basic,2290,0,,,,
9286,65,Male,13,41,3,28,Standard,1783,1,,,,
9287,35,Unknown,54,1,6,6,Standard,2318,1,,,,
9288,72,Female,34,26,4,5,Basic,589,0,,,,
9289,75,Unknown,46,10,9,26,Premium,2407,1,,,,
9290,34,Male,57,40,0,5,Basic,2142,0,,,,
9291,55,Male,0,19,7,11,Standard,1641,0,,,,
9292,31,Female,18,16,3,21,Standard,4247,0,,,,
9293,40,Female,56,45,7,14,Standard,4982,1,,,,
9294,42,Male,0,37,1,25,Basic,221,0,,,,
9295,32,Female,12,41,3,24,Basic,3388,1,,,,
9296,63,Female,7,4,1,18,Standard,137,0,,,,
9297,73,Male,17,14,4,3,Basic,4279,0,,,,
9298,39,Female,53,30,9,2,Premium,2024,0,,,,
9299,20,Female,34,7,9,12,,2061,1,,,,
9300,73,Male,22,12,7,24,Standard,3936,0,,,,
9301,72,Unknown,49,24,6,15,Basic,4934,1,,,,
9302,36,Male,51,39,4,12,Standard,1126,1,,,,
9303,74,Male,25,43,6,29,Standard,771,0,,,,
9304,61,Female,40,22,4,,Premium,3463,1,,,,
9305,51,Unknown,37,47,6,29,Basic,4225,0,,,,
9306,52,Female,19,30,3,9,Standard,727,1,,,,
9307,,Female,1,39,3,12,Basic,4191,0,,,,
9308,78,Female,25,20,9,7,Standard,4288,0,,,,
9309,18,Female,56,26,3,11,Standard,2365,0,,,,
9310,69,Male,35,49,7,7,Standard,3260,0,,,,
9311,38,Female,24,5,0,8,Basic,3867,1,,,,
9312,46,Female,29,40,9,9,Basic,985,1,,,,
9313,23,Male,17,42,4,6,Standard,4893,1,,,,
9314,54,Female,6,6,9,2,Premium,1074,0,,,,
9315,18,Female,26,34,1,4,Standard,488,1,,,,
9316,68,Female,10,5,9,2,Standard,2284,0,,,,
9317,18,Male,36,10,3,17,Standard,4483,1,,,,
9318,44,Female,7,28,4,18,Standard,4814,1,,,,
9319,38,Male,10,3,7,27,Basic,511,1,,,,
9320,70,Male,23,13,1,9,Basic,506,0,,,,
9321,33,Female,29,48,1,8,Standard,4795,1,,,,
9322,61,Female,29,47,1,24,Basic,2124,1,,,,
9323,76,Male,51,2,7,23,Standard,1248,0,,,,
9324,78,Male,51,35,2,6,Standard,3368,0,,,,
9325,71,Female,14,47,4,0,Basic,2769,0,,,,
9326,57,Unknown,55,28,1,24,Basic,3678,0,,,,
9327,43,Female,34,37,5,9,Premium,3219,0,,,,
9328,33,Female,38,23,9,1,Premium,1445,1,,,,
9329,45,Male,23,43,5,5,Standard,3361,0,,,,
9330,,Male,7,23,1,25,Standard,1857,0,,,,
9331,53,Male,42,35,3,20,Basic,2843,0,,,,
9332,27,Male,41,41,1,5,Basic,1799,0,,,,
9333,60,Male,19,39,9,23,Standard,1642,0,,,,
9334,34,Male,40,32,3,7,Premium,4611,0,,,,
9335,74,Female,46,2,6,25,Standard,996,1,,,,
9336,76,Male,25,47,4,17,Basic,3447,0,,,,
9337,40,Female,51,44,9,6,Standard,517,0,,,,
9338,24,Female,23,48,3,17,Standard,4758,0,,,,
9339,61,Female,21,16,9,0,,2874,1,,,,
9340,70,Female,4,16,9,27,Standard,1284,0,,,,
9341,24,Female,14,3,2,23,Basic,2148,0,,,,
9342,61,Male,35,28,5,24,Basic,3733,0,,,,
9343,32,Male,36,29,1,13,Basic,262,0,,,,
9344,51,Male,28,20,3,22,Basic,414,0,,,,
9345,63,Male,14,36,7,19,Basic,4528,0,,,,
9346,62,Female,26,33,1,6,Standard,3780,0,,,,
9347,21,Female,48,22,8,19,Basic,624,0,,,,
9348,,Female,54,8,1,6,Premium,2536,0,,,,
9349,31,Male,7,47,7,3,Standard,692,0,,,,
9350,33,Unknown,59,24,7,29,Premium,1837,0,,,,
9351,24,Male,56,37,6,29,Basic,3422,0,,,,
9352,,Female,28,20,9,24,Premium,830,1,,,,
9353,36,Male,18,12,5,4,Standard,4722,0,,,,
9354,19,Male,30,20,0,22,Basic,3792,0,,,,
9355,27,Male,8,20,1,26,Standard,3564,0,,,,
9356,67,Female,9,4,6,23,Basic,4319,0,,,,
9357,78,Male,36,30,3,20,Basic,3242,0,,,,
9358,34,Male,9,31,8,0,Standard,1820,0,,,,
9359,54,Female,53,22,2,19,Standard,4899,0,,,,
9360,29,Female,32,15,3,2,Premium,3596,1,,,,
9361,23,Male,24,38,2,12,Premium,1008,0,,,,
9362,39,Female,56,37,6,6,Standard,3059,0,,,,
9363,49,Male,53,28,1,5,Premium,427,0,,,,
9364,58,Male,55,11,9,5,Basic,554,0,,,,
9365,37,Male,3,14,1,1,Basic,836,1,,,,
9366,18,Male,52,11,1,15,Basic,1255,1,,,,
9367,71,Female,4,9,3,5,Basic,2074,0,,,,
9368,64,Female,22,24,7,7,Standard,201,1,,,,
9369,70,Male,38,10,7,20,Premium,1981,0,,,,
9370,75,Female,54,38,7,24,Basic,4133,0,,,,
9371,23,Female,4,43,7,10,Standard,908,0,,,,
9372,36,Male,51,41,6,17,Basic,4133,0,,,,
9373,35,Male,7,37,5,22,Standard,1341,0,,,,
9374,23,Female,16,42,6,5,Basic,3454,0,,,,
9375,62,Female,0,32,4,13,Basic,3762,1,,,,
9376,50,Female,53,20,7,14,Basic,3832,0,,,,
9377,40,Female,49,14,1,10,Premium,2515,0,,,,
9378,40,Male,11,38,4,26,Basic,4286,0,,,,
9379,43,Female,34,4,6,14,Basic,1861,0,,,,
9380,30,Male,51,,8,12,Premium,1492,1,,,,
9381,24,Female,13,32,9,5,Standard,2286,0,,,,
9382,32,Female,47,10,0,3,Standard,3514,0,,,,
9383,61,Male,17,43,8,13,Premium,2261,0,,,,
9384,44,Male,9,16,2,12,Basic,2169,0,,,,
9385,43,Female,54,39,0,9,Basic,1188,0,,,,
9386,50,Male,14,32,6,24,Standard,4655,0,,,,
9387,32,Female,41,,2,21,Standard,3772,1,,,,
9388,53,Female,32,25,7,28,Basic,1833,0,,,,
9389,62,Female,18,7,1,11,Standard,213,0,,,,
9390,72,Male,33,47,3,23,Premium,2004,0,,,,
9391,44,Female,44,18,1,7,Basic,1620,1,,,,
9392,74,Female,24,47,3,19,Basic,1605,0,,,,
9393,22,Unknown,15,18,0,4,Standard,2687,1,,,,
9394,78,Female,7,3,9,1,Basic,1020,0,,,,
9395,19,Unknown,34,1,4,19,Standard,3893,0,,,,
9396,72,Female,20,33,2,11,Standard,1408,0,,,,
9397,75,Male,18,7,8,5,Premium,1169,0,,,,
9398,50,Female,45,10,3,29,Standard,4847,0,,,,
9399,33,Male,10,44,5,14,Standard,4651,0,,,,
9400,40,Male,43,8,8,17,Basic,4587,0,,,,
9401,55,Male,10,32,1,17,Basic,3384,1,,,,
9402,72,Female,59,23,6,9,Basic,4607,0,,,,
9403,33,Female,10,17,2,6,Basic,1282,1,,,,
9404,31,Female,21,14,0,9,Premium,1010,0,,,,
9405,46,Male,20,17,8,4,Basic,2079,0,,,,
9406,43,Male,26,25,8,15,Premium,650,0,,,,
9407,52,Male,17,21,3,28,Premium,3140,0,,,,
9408,,Female,41,6,8,18,Standard,3642,1,,,,
9409,20,Male,47,20,6,2,Premium,2040,1,,,,
9410,40,Male,39,49,3,6,Premium,3281,1,,,,
9411,46,Male,37,20,1,18,Standard,4971,1,,,,
9412,51,Female,29,26,4,11,Standard,542,1,,,,
9413,50,Female,50,32,7,9,Premium,1458,0,,,,
9414,58,Female,44,8,9,4,Premium,2993,0,,,,
9415,58,Male,46,45,9,28,Basic,1015,1,,,,
9416,40,Male,44,48,5,1,Standard,3744,0,,,,
9417,24,Male,32,44,4,2,Standard,643,0,,,,
9418,20,Male,20,29,3,13,Standard,744,0,,,,
9419,75,Male,59,17,5,,Basic,1870,0,,,,
9420,49,Male,58,18,2,19,Standard,3978,0,,,,
9421,48,Male,1,40,1,12,Basic,3932,1,,,,
9422,35,Male,12,18,0,16,Standard,122,1,,,,
9423,60,Male,1,11,8,,Standard,243,1,,,,
9424,24,Female,56,45,0,3,Standard,2453,0,,,,
9425,58,Unknown,42,12,3,18,Standard,2639,0,,,,
9426,18,Female,44,15,5,25,Basic,4779,0,,,,
9427,78,Male,30,26,8,14,Basic,3396,0,,,,
9428,31,Male,9,3,3,14,Standard,1171,0,,,,
9429,69,Female,22,3,6,8,Basic,2693,0,,,,
9430,49,Male,21,38,6,2,Standard,1652,1,,,,
9431,23,Female,46,35,5,1,Premium,4436,0,,,,
9432,56,Female,28,9,8,6,Basic,3461,0,,,,
